"start","p1","n1","p2","n2","p3","n3","p4","n4","p5","n5","p6","n6","p7","n7","p8","n8","p9","n9","p10","n10","p11","n11","p12","n12","p13","n13","p14","n14","p15","n15"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/image","Muhammadu Buhari, President of the Federal Republic of Nigeria .jpg"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/image","Norodom Sihamoni  .jpg"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/image","Pronunciamento do Presidente da Repblica, Jair Bolsonaro .jpg"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/image","Ram Nath Kovind official portrait.jpg"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/image","Sir Paulias Matane.jpg"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/image","Vladimir Putin  .jpg"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/image","btweedsmuir2.jpg"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/section","y"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/perrow","3"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/many","y"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Thing"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2000/01/rdf-schema#label","Head of state"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://dbpedia.org/resource/Pardon"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://dbpedia.org/resource/Sovereign_immunity"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://dbpedia.org/resource/Reserve_power"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://dbpedia.org/resource/Records_of_heads_of_state","http://www.w3.org/2000/01/rdf-schema#label","Records of heads of state"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2000/01/rdf-schema#seeAlso","http://dbpedia.org/resource/Reserve_power","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Reserved_powers","http://www.w3.org/2000/01/rdf-schema#label","Reserved powers"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/date","October 2019"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/width","111"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/width","134"
"http://dbpedia.org/resource/Ərəş","http://dbpedia.org/ontology/country","http://dbpedia.org/resource/Azerbaijan","http://dbpedia.org/property/leaderName","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/incumbent","http://dbpedia.org/resource/Ilham_Aliyev","http://dbpedia.org/property/title","http://dbpedia.org/resource/President_of_Azerbaijan","http://dbpedia.org/property/type","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_government","http://www.w3.org/2002/07/owl#differentFrom","http://dbpedia.org/resource/Head_of_state","http://dbpedia.org/property/width","150"
